sale_id,date,client_id,city,zip_code,product_id,meters,total_amount,status
IN49707,2018-09-26,CL01159,Люберцы,169722,P0048,2.5,687.5,Отказ
IN80485,2018-09-26,CL00683,Подольск,180750,P0001,2.0,550.0,Завершен
IN99674,2018-09-26,CL00279,Реутов,197120,P0097,0.5,187.5,Завершен
IN76633,2018-09-26,CL00050,Люберцы,106658,P0002,5.0,1375.0,Завершен
IN92076,2018-09-27,CL00795,Мытищи,112203,P0031,2.0,550.0,Завершен
IN95634,2018-09-27,CL00969,Подольск,196348,P0052,1.5,562.5,Завершен
IN63635,2018-09-27,CL00594,Королёв,152198,P0051,3.0,1125.0,Завершен
IN64216,2018-09-27,CL00090,Химки,191214,P0117,3.0,1125.0,Отказ
IN34837,2018-09-27,CL00744,Москва,159270,P0087,2.0,750.0,Завершен
IN43216,2018-09-27,CL01068,Подольск,172733,P0061,5.0,1875.0,Завершен
IN61834,2018-09-27,CL00142,Красногорск,170236,P0114,2.5,937.5,Отказ
IN68868,2018-09-27,CL00277,Люберцы,135818,P0098,0.5,187.5,Завершен
IN14678,2018-09-28,CL01082,Москва,111382,P0035,1.0,275.0,Завершен
IN24602,2018-09-28,CL00160,Люберцы,137762,P0052,2.0,750.0,Завершен
IN60864,2018-09-28,CL00645,Реутов,185678,P0102,1.0,375.0,Отказ
IN18834,2018-09-28,CL01184,Красногорск,199557,P0084,1.0,375.0,Отказ
IN58614,2018-09-28,CL00324,Красногорск,186980,P0102,1.0,375.0,Завершен
IN67936,2018-09-28,CL00887,Химки,177292,P0011,2.0,550.0,Завершен
IN96884,2018-09-28,CL01100,Королёв,130783,P0017,2.5,687.5,Завершен
IN34768,2018-09-28,CL00541,Реутов,129002,P0036,2.5,687.5,Завершен
IN51670,2018-09-28,CL01170,Люберцы,109356,P0014,5.0,1375.0,Завершен
IN30016,2018-09-28,CL01196,Химки,165214,P0034,0.5,137.5,Завершен
IN63729,2018-09-29,CL01123,Королёв,173680,P0015,0.5,137.5,Завершен
IN91079,2018-09-29,CL00358,Москва,131531,P0052,2.5,937.5,Завершен
IN52160,2018-09-29,CL00207,Красногорск,119080,P0048,3.0,825.0,Завершен
IN23604,2018-09-29,CL00576,Мытищи,138715,P0111,1.5,562.5,Отказ
IN59966,2018-09-29,CL00985,Королёв,185397,P0057,3.0,1125.0,Завершен
IN60793,2018-09-29,CL00504,Мытищи,145158,P0044,0.5,137.5,Завершен
IN39428,2018-09-29,CL00194,Реутов,153841,P0049,5.0,1375.0,Завершен
IN83877,2018-09-29,CL00160,Люберцы,137762,P0009,5.0,1375.0,Завершен
IN95047,2018-09-29,CL00938,Красногорск,106000,P0084,2.5,937.5,Отказ
IN84906,2018-09-29,CL00396,Люберцы,120644,P0092,5.0,1875.0,Завершен
IN99864,2018-09-29,CL00775,Мытищи,147826,P0011,3.0,825.0,Завершен
IN63188,2018-09-30,CL01033,Москва,142476,P0047,1.5,412.5,Завершен
IN70369,2018-09-30,CL00897,Химки,134471,P0044,2.0,550.0,Завершен
IN60913,2018-09-30,CL00656,Химки,142217,P0117,3.0,1125.0,Завершен
IN52730,2018-09-30,CL01057,Реутов,148546,P0119,2.0,750.0,Завершен
IN79459,2018-09-30,CL00712,Химки,100336,P0064,3.0,1125.0,Завершен
IN35030,2018-09-30,CL01009,Мытищи,125875,P0011,1.0,275.0,Завершен
IN96419,2018-09-30,CL00918,Королёв,134290,P0041,2.5,687.5,Завершен
IN90258,2018-10-01,CL01172,Москва,193674,P0060,2.5,937.5,Завершен
IN14627,2018-10-01,CL01176,Красногорск,195451,P0092,2.5,937.5,Завершен
IN18566,2018-10-01,CL00534,Москва,124906,P0039,3.0,825.0,Отказ
IN16914,2018-10-01,CL00408,Химки,168012,P0045,0.5,137.5,Отказ
IN51064,2018-10-01,CL00775,Мытищи,147826,P0114,1.5,562.5,Завершен
IN29739,2018-10-01,CL00713,Москва,161835,P0035,1.5,412.5,Завершен
IN18653,2018-10-01,CL00083,Мытищи,187012,P0031,1.0,275.0,Завершен
IN51353,2018-10-01,CL00383,Москва,179635,P0096,1.5,562.5,Завершен
IN68538,2018-10-01,CL00705,Москва,145443,P0063,2.5,937.5,Завершен
IN19029,2018-10-02,CL00894,Люберцы,113235,P0120,0.5,187.5,Завершен
IN49335,2018-10-02,CL00981,Химки,180439,P0030,1.0,275.0,Завершен
IN29593,2018-10-02,CL00761,Красногорск,123568,P0015,3.0,825.0,Завершен
IN97674,2018-10-02,CL00972,Красногорск,120290,P0047,0.5,137.5,Завершен
IN52034,2018-10-02,CL00786,Мытищи,187821,P0030,1.0,275.0,Завершен
IN20888,2018-10-02,CL00692,Мытищи,101581,P0085,1.5,562.5,Завершен
IN74847,2018-10-02,CL00324,Красногорск,186980,P0067,1.5,562.5,Завершен
IN98067,2018-10-03,CL00670,Люберцы,147242,P0047,2.0,550.0,Завершен
IN53992,2018-10-03,CL01041,Мытищи,154344,P0049,1.5,412.5,Завершен
IN65641,2018-10-03,CL00206,Москва,107355,P0015,1.5,412.5,Завершен
IN27346,2018-10-03,CL01096,Люберцы,112190,P0073,2.0,750.0,Завершен
IN82401,2018-10-03,CL00832,Красногорск,154627,P0116,1.5,562.5,Завершен
IN44953,2018-10-03,CL00477,Красногорск,184058,P0092,1.0,375.0,Завершен
IN98055,2018-10-03,CL00456,Красногорск,194493,P0020,0.5,137.5,Завершен
IN17361,2018-10-04,CL00454,Красногорск,162701,P0073,0.5,187.5,Завершен
IN20637,2018-10-04,CL00086,Москва,162277,P0014,3.0,825.0,Завершен
IN22004,2018-10-04,CL00451,Реутов,190505,P0118,1.0,375.0,Отказ
IN99863,2018-10-04,CL01050,Подольск,166952,P0046,0.5,137.5,Завершен
IN20408,2018-10-04,CL00415,Химки,154602,P0047,1.0,275.0,Завершен
IN79380,2018-10-04,CL00236,Мытищи,170457,P0055,2.0,750.0,Завершен
IN35860,2018-10-04,CL00147,Подольск,198669,P0047,1.0,275.0,Завершен
IN89358,2018-10-04,CL00498,Подольск,168202,P0063,3.0,1125.0,Завершен
IN47757,2018-10-04,CL01045,Подольск,105136,P0095,3.0,1125.0,Завершен
IN74739,2018-10-05,CL01137,Королёв,124102,P0093,0.5,187.5,Отказ
IN17917,2018-10-05,CL00875,Мытищи,156847,P0025,1.5,412.5,Завершен
IN66373,2018-10-05,CL00956,Королёв,187445,P0013,2.5,687.5,Завершен
IN68449,2018-10-05,CL00736,Химки,176638,P0017,0.5,137.5,Завершен
IN62853,2018-10-06,CL00944,Королёв,177242,P0039,2.0,550.0,Завершен
IN70868,2018-10-06,CL01195,Химки,108302,P0045,2.0,550.0,Завершен
IN60536,2018-10-06,CL00009,Люберцы,179507,P0023,2.0,550.0,Завершен
IN28275,2018-10-06,CL00587,Мытищи,136170,P0026,2.0,550.0,Завершен
IN92862,2018-10-06,CL00662,Мытищи,152129,P0074,5.0,1875.0,Завершен
IN11828,2018-10-06,CL00767,Подольск,177662,P0046,1.0,275.0,Завершен
IN96739,2018-10-06,CL00528,Реутов,117575,P0075,2.0,750.0,Завершен
IN26794,2018-10-07,CL00787,Королёв,127483,P0004,5.0,1375.0,Завершен
IN72065,2018-10-07,CL00497,Мытищи,171781,P0103,1.5,562.5,Завершен
IN58497,2018-10-07,CL00633,Реутов,118070,P0076,0.5,187.5,Отказ
IN52755,2018-10-07,CL00966,Люберцы,158073,P0082,2.0,750.0,Завершен
IN92977,2018-10-08,CL00806,Люберцы,171319,P0073,2.0,750.0,Завершен
IN91350,2018-10-08,CL00673,Реутов,192235,P0032,0.5,137.5,Завершен
IN45750,2018-10-08,CL01070,Реутов,186413,P0011,2.0,550.0,Завершен
IN51178,2018-10-08,CL00189,Мытищи,154387,P0032,1.5,412.5,Завершен
IN36222,2018-10-08,CL00337,Химки,140562,P0005,2.5,687.5,Завершен
IN51168,2018-10-09,CL00074,Химки,109171,P0018,1.0,275.0,Завершен
IN69761,2018-10-09,CL00022,Мытищи,124931,P0048,0.5,137.5,Завершен
IN89500,2018-10-09,CL00424,Королёв,112689,P0002,1.5,412.5,Завершен
IN86871,2018-10-09,CL00282,Люберцы,174395,P0024,2.0,550.0,Завершен
IN12222,2018-10-09,CL00173,Мытищи,153523,P0018,1.0,275.0,Завершен
IN52799,2018-10-09,CL00242,Красногорск,136160,P0012,0.5,137.5,Отказ
IN28579,2018-10-09,CL01196,Химки,165214,P0034,2.5,687.5,Завершен
IN59155,2018-10-09,CL00619,Подольск,143383,P0003,1.5,412.5,Завершен
IN66919,2018-10-09,CL01106,Люберцы,166995,P0004,2.5,687.5,Отказ
IN33330,2018-10-09,CL00644,Москва,157850,P0114,3.0,1125.0,Завершен
IN14526,2018-10-09,CL00824,Красногорск,134620,P0050,1.5,412.5,Завершен
IN84136,2018-10-09,CL01176,Красногорск,195451,P0064,3.0,1125.0,Завершен
IN77070,2018-10-09,CL00466,Люберцы,180698,P0120,5.0,1875.0,Завершен
IN27284,2018-10-09,CL00374,Подольск,165211,P0084,0.5,187.5,Завершен
IN64572,2018-10-10,CL00446,Красногорск,154596,P0097,2.5,937.5,Отказ
IN30314,2018-10-10,CL00103,Реутов,146105,P0103,3.0,1125.0,Завершен
IN37165,2018-10-10,CL00457,Королёв,132311,P0067,2.5,937.5,Завершен
IN44177,2018-10-10,CL00097,Мытищи,130735,P0089,2.0,750.0,Завершен
IN94509,2018-10-10,CL00596,Химки,136739,P0110,1.0,375.0,Завершен
IN16879,2018-10-10,CL00874,Подольск,120766,P0076,3.0,1125.0,Завершен
IN39559,2018-10-10,CL00777,Мытищи,142284,P0095,3.0,1125.0,Завершен
IN38704,2018-10-10,CL00307,Королёв,199598,P0062,2.0,750.0,Отказ
IN30005,2018-10-10,CL01124,Реутов,121409,P0029,5.0,1375.0,Завершен
IN53841,2018-10-11,CL00754,Красногорск,124530,P0097,5.0,1875.0,Завершен
IN44123,2018-10-11,CL00164,Москва,140319,P0036,1.0,275.0,Завершен
IN47405,2018-10-11,CL00419,Подольск,163471,P0052,2.0,750.0,Завершен
IN89084,2018-10-11,CL00406,Подольск,107263,P0118,2.0,750.0,Отказ
IN63174,2018-10-11,CL00212,Москва,160981,P0051,3.0,1125.0,Завершен
IN15460,2018-10-11,CL00728,Реутов,107850,P0078,1.0,375.0,Завершен
IN74445,2018-10-12,CL00813,Королёв,130886,P0047,5.0,1375.0,Завершен
IN47400,2018-10-12,CL00849,Королёв,161171,P0090,2.0,750.0,Завершен
IN42573,2018-10-12,CL01036,Люберцы,129215,P0029,5.0,1375.0,Завершен
IN10035,2018-10-12,CL01170,Люберцы,109356,P0054,0.5,187.5,Завершен
IN16557,2018-10-12,CL00388,Красногорск,185139,P0113,5.0,1875.0,Отказ
IN45944,2018-10-12,CL00084,Мытищи,198453,P0115,5.0,1875.0,Отказ
IN59993,2018-10-12,CL00778,Подольск,157261,P0014,0.5,137.5,Завершен
IN30904,2018-10-12,CL01025,Подольск,166900,P0043,3.0,825.0,Завершен
IN38220,2018-10-12,CL00835,Мытищи,166426,P0026,0.5,137.5,Отказ
IN65465,2018-10-12,CL01165,Люберцы,157464,P0120,3.0,1125.0,Завершен
IN19974,2018-10-12,CL00398,Подольск,164752,P0047,3.0,825.0,Завершен
IN12935,2018-10-12,CL00980,Москва,145351,P0119,1.5,562.5,Завершен
IN75198,2018-10-13,CL00006,Люберцы,131571,P0053,2.0,750.0,Отказ
IN64057,2018-10-13,CL00643,Мытищи,135112,P0016,2.0,550.0,Завершен
IN85597,2018-10-13,CL00721,Красногорск,173899,P0016,1.0,275.0,Завершен
IN46808,2018-10-13,CL00190,Люберцы,137072,P0052,0.5,187.5,Завершен
IN72805,2018-10-13,CL01146,Королёв,170855,P0090,3.0,1125.0,Завершен
IN13199,2018-10-13,CL00867,Королёв,165598,P0024,1.0,275.0,Завершен
IN34650,2018-10-13,CL00465,Королёв,170592,P0032,3.0,825.0,Завершен
IN10255,2018-10-13,CL00392,Химки,137431,P0087,1.0,375.0,Завершен
IN83821,2018-10-13,CL00702,Москва,156948,P0033,3.0,825.0,Отказ
IN28040,2018-10-14,CL00997,Люберцы,139498,P0096,0.5,187.5,Завершен
IN94602,2018-10-14,CL00719,Мытищи,137002,P0008,1.5,412.5,Завершен
IN80675,2018-10-14,CL00471,Химки,137649,P0103,2.0,750.0,Завершен
IN15604,2018-10-14,CL00639,Реутов,154477,P0068,5.0,1875.0,Завершен
IN91928,2018-10-14,CL00234,Люберцы,115292,P0046,1.5,412.5,Завершен
IN80806,2018-10-14,CL00745,Мытищи,118322,P0081,1.0,375.0,Завершен
IN30896,2018-10-14,CL00325,Красногорск,185990,P0053,3.0,1125.0,Завершен
IN28287,2018-10-14,CL00983,Мытищи,170809,P0102,5.0,1875.0,Завершен
IN61950,2018-10-14,CL00115,Москва,126130,P0004,5.0,1375.0,Завершен
IN48769,2018-10-15,CL00208,Реутов,123600,P0039,0.5,137.5,Отказ
IN99192,2018-10-15,CL00003,Мытищи,139117,P0053,0.5,187.5,Завершен
IN69323,2018-10-15,CL00905,Королёв,122898,P0042,0.5,137.5,Отказ
IN82433,2018-10-16,CL00296,Люберцы,102733,P0076,0.5,187.5,Завершен
IN69139,2018-10-16,CL00361,Реутов,105706,P0052,5.0,1875.0,Завершен
IN22445,2018-10-16,CL00529,Химки,143288,P0001,1.0,275.0,Завершен
IN87781,2018-10-16,CL00482,Подольск,183719,P0120,0.5,187.5,Завершен
IN13700,2018-10-16,CL00718,Химки,106019,P0077,5.0,1875.0,Завершен
IN75807,2018-10-16,CL00449,Подольск,131745,P0119,2.5,937.5,Завершен
IN84062,2018-10-16,CL00590,Химки,117758,P0094,1.0,375.0,Завершен
IN80210,2018-10-16,CL00034,Москва,110500,P0097,2.0,750.0,Завершен
IN43187,2018-10-16,CL00833,Химки,153368,P0021,3.0,825.0,Завершен
IN95704,2018-10-17,CL00495,Химки,178094,P0103,0.5,187.5,Завершен
IN15750,2018-10-17,CL00363,Мытищи,196068,P0007,1.0,275.0,Завершен
IN54573,2018-10-17,CL00997,Люберцы,139498,P0001,1.5,412.5,Завершен
IN74664,2018-10-17,CL00985,Королёв,185397,P0092,5.0,1875.0,Завершен
IN25216,2018-10-17,CL00718,Химки,106019,P0027,1.0,275.0,Завершен
IN27301,2018-10-17,CL00879,Москва,182141,P0051,0.5,187.5,Завершен
IN89325,2018-10-17,CL00195,Красногорск,192435,P0119,3.0,1125.0,Завершен
IN75030,2018-10-17,CL00533,Королёв,143642,P0001,2.5,687.5,Отказ
IN66357,2018-10-17,CL01171,Подольск,132778,P0047,1.5,412.5,Завершен
IN58272,2018-10-17,CL00107,Подольск,116728,P0101,0.5,187.5,Завершен
IN78755,2018-10-18,CL01033,Москва,142476,P0023,5.0,1375.0,Отказ
IN79536,2018-10-18,CL00369,Реутов,171176,P0042,3.0,825.0,Завершен
IN58979,2018-10-19,CL00140,Красногорск,159473,P0078,0.5,187.5,Завершен
IN39454,2018-10-19,CL01038,Королёв,100864,P0120,2.0,750.0,Завершен
IN72831,2018-10-19,CL01022,Реутов,127886,P0005,3.0,825.0,Завершен
IN76787,2018-10-19,CL00875,Мытищи,156847,P0078,2.5,937.5,Завершен
IN93275,2018-10-19,CL01038,Королёв,100864,P0041,2.0,550.0,Завершен
IN78322,2018-10-19,CL00509,Красногорск,170419,P0063,1.0,375.0,Завершен
IN19837,2018-10-19,CL01034,Люберцы,134513,P0091,1.5,562.5,Завершен
IN64698,2018-10-19,CL00338,Химки,174766,P0042,2.0,550.0,Завершен
IN29079,2018-10-19,CL01014,Реутов,141053,P0094,0.5,187.5,Завершен
IN58433,2018-10-19,CL00189,Мытищи,154387,P0027,5.0,1375.0,Завершен
IN70883,2018-10-19,CL00012,Королёв,159177,P0086,1.5,562.5,Завершен
IN54758,2018-10-19,CL01127,Красногорск,133779,P0107,3.0,1125.0,Завершен
IN89337,2018-10-19,CL00042,Мытищи,166307,P0067,1.5,562.5,Завершен
IN48668,2018-10-20,CL00143,Химки,163464,P0096,5.0,1875.0,Завершен
IN57380,2018-10-20,CL00890,Москва,185664,P0006,1.0,275.0,Завершен
IN52092,2018-10-20,CL00992,Химки,153429,P0108,3.0,1125.0,Завершен
IN86251,2018-10-20,CL00527,Подольск,107552,P0069,1.0,375.0,Завершен
IN48202,2018-10-20,CL00871,Красногорск,123639,P0118,2.5,937.5,Завершен
IN88398,2018-10-20,CL00984,Москва,149146,P0041,3.0,825.0,Завершен
IN46353,2018-10-21,CL00515,Химки,113224,P0089,0.5,187.5,Завершен
IN45181,2018-10-21,CL00920,Красногорск,190209,P0081,0.5,187.5,Завершен
IN65478,2018-10-21,CL00417,Люберцы,189783,P0006,1.0,275.0,Завершен
IN96546,2018-10-21,CL00106,Москва,187670,P0059,1.0,375.0,Отказ
IN24605,2018-10-21,CL01167,Химки,140838,P0006,2.5,687.5,Отказ
IN46329,2018-10-21,CL00504,Мытищи,145158,P0039,1.5,412.5,Завершен
IN40210,2018-10-21,CL00133,Люберцы,191905,P0078,1.5,562.5,Завершен
IN85974,2018-10-22,CL00361,Реутов,105706,P0098,3.0,1125.0,Завершен
IN60685,2018-10-22,CL00769,Подольск,124672,P0004,5.0,1375.0,Завершен
IN23155,2018-10-22,CL01083,Реутов,151792,P0098,2.0,750.0,Завершен
IN68213,2018-10-22,CL00267,Красногорск,190023,P0060,5.0,1875.0,Отказ
IN60393,2018-10-22,CL00371,Люберцы,106265,P0067,2.0,750.0,Завершен
IN59828,2018-10-22,CL00949,Реутов,179822,P0068,5.0,1875.0,Завершен
IN45615,2018-10-22,CL00349,Мытищи,185191,P0083,0.5,187.5,Завершен
IN74424,2018-10-22,CL00144,Люберцы,125443,P0120,1.0,375.0,Завершен
IN78673,2018-10-22,CL01168,Красногорск,104159,P0108,2.0,750.0,Завершен
IN75409,2018-10-22,CL00492,Химки,117507,P0065,1.5,562.5,Завершен
IN67958,2018-10-22,CL00591,Москва,143544,P0103,2.5,937.5,Завершен
IN28941,2018-10-22,CL01047,Москва,195417,P0010,2.5,687.5,Завершен
IN99558,2018-10-22,CL00938,Красногорск,106000,P0030,3.0,825.0,Отказ
IN62953,2018-10-22,CL01057,Реутов,148546,P0018,2.0,550.0,Завершен
IN56303,2018-10-22,CL00934,Красногорск,129218,P0047,1.0,275.0,Завершен
IN48099,2018-10-22,CL00645,Реутов,185678,P0057,2.0,750.0,Завершен
IN48424,2018-10-23,CL00999,Реутов,104039,P0077,1.5,562.5,Завершен
IN46505,2018-10-23,CL00213,Подольск,145293,P0006,1.0,275.0,Завершен
IN40027,2018-10-23,CL01040,Химки,120625,P0040,5.0,1375.0,Завершен
IN78224,2018-10-23,CL00761,Красногорск,123568,P0004,2.0,550.0,Завершен
IN33426,2018-10-24,CL01105,Королёв,141342,P0006,5.0,1375.0,Завершен
IN70625,2018-10-24,CL00626,Красногорск,159972,P0048,2.5,687.5,Завершен
IN33451,2018-10-24,CL01157,Реутов,110382,P0011,2.5,687.5,Завершен
IN34485,2018-10-24,CL01178,Химки,106827,P0005,1.0,275.0,Завершен
IN52661,2018-10-24,CL00335,Королёв,147749,P0022,1.0,275.0,Завершен
IN45695,2018-10-24,CL00930,Мытищи,197679,P0014,5.0,1375.0,Завершен
IN82130,2018-10-25,CL00870,Реутов,159974,P0021,3.0,825.0,Завершен
IN78819,2018-10-25,CL01088,Люберцы,166353,P0087,2.5,937.5,Завершен
IN78112,2018-10-25,CL00594,Королёв,152198,P0053,2.0,750.0,Завершен
IN85690,2018-10-25,CL00534,Москва,124906,P0073,1.5,562.5,Завершен
IN63110,2018-10-25,CL00699,Люберцы,110357,P0048,3.0,825.0,Завершен
IN29075,2018-10-26,CL00142,Красногорск,170236,P0095,0.5,187.5,Завершен
IN48721,2018-10-26,CL00914,Подольск,177430,P0049,3.0,825.0,Завершен
IN70960,2018-10-26,CL00108,Реутов,186900,P0106,1.5,562.5,Отказ
IN66804,2018-10-26,CL00481,Москва,138669,P0087,2.0,750.0,Завершен
IN56500,2018-10-26,CL00623,Реутов,192371,P0076,0.5,187.5,Завершен
IN72535,2018-10-26,CL00174,Красногорск,121079,P0076,5.0,1875.0,Завершен
IN72843,2018-10-26,CL00991,Мытищи,133018,P0079,0.5,187.5,Завершен
IN77763,2018-10-27,CL00136,Королёв,164332,P0120,1.5,562.5,Завершен
IN67461,2018-10-27,CL00454,Красногорск,162701,P0085,2.5,937.5,Завершен
IN77367,2018-10-27,CL00723,Химки,171638,P0012,5.0,1375.0,Завершен
IN81826,2018-10-27,CL00293,Мытищи,197260,P0064,0.5,187.5,Завершен
IN76315,2018-10-27,CL00397,Красногорск,115907,P0083,3.0,1125.0,Завершен
IN30097,2018-10-27,CL01014,Реутов,141053,P0082,0.5,187.5,Завершен
IN18662,2018-10-28,CL00203,Москва,130771,P0070,3.0,1125.0,Завершен
IN31706,2018-10-28,CL00090,Химки,191214,P0087,1.0,375.0,Завершен
IN20481,2018-10-28,CL00264,Реутов,129949,P0075,3.0,1125.0,Завершен
IN54923,2018-10-28,CL00596,Химки,136739,P0077,3.0,1125.0,Завершен
IN58774,2018-10-28,CL01087,Химки,152947,P0084,2.5,937.5,Завершен
IN43827,2018-10-28,CL00438,Красногорск,144444,P0047,5.0,1375.0,Завершен
IN53332,2018-10-28,CL01118,Химки,194478,P0068,2.5,937.5,Завершен
IN79036,2018-10-28,CL00109,Мытищи,117786,P0056,3.0,1125.0,Завершен
IN64957,2018-10-29,CL00520,Красногорск,188150,P0002,2.0,550.0,Завершен
IN20633,2018-10-29,CL00261,Реутов,169541,P0044,2.5,687.5,Завершен
IN73068,2018-10-29,CL00867,Королёв,165598,P0044,1.0,275.0,Завершен
IN51150,2018-10-29,CL00515,Химки,113224,P0093,3.0,1125.0,Отказ
IN66645,2018-10-29,CL01088,Люберцы,166353,P0043,0.5,137.5,Завершен
IN14010,2018-10-29,CL00685,Мытищи,150335,P0072,1.0,375.0,Завершен
IN58072,2018-10-30,CL00867,Королёв,165598,P0001,1.5,412.5,Завершен
IN56825,2018-10-30,CL00326,Подольск,111104,P0038,3.0,825.0,Завершен
IN15299,2018-10-30,CL00431,Москва,178317,P0073,3.0,1125.0,Завершен
IN53272,2018-10-30,CL00965,Красногорск,107051,P0002,1.0,275.0,Завершен
IN86397,2018-10-30,CL00730,Красногорск,198028,P0064,0.5,187.5,Отказ
IN90525,2018-10-30,CL00266,Мытищи,140963,P0045,0.5,137.5,Завершен
IN35198,2018-10-30,CL01042,Мытищи,162759,P0022,0.5,137.5,Завершен
IN61231,2018-10-30,CL00573,Красногорск,135825,P0120,5.0,1875.0,Завершен
IN24095,2018-10-30,CL00265,Красногорск,152262,P0004,5.0,1375.0,Завершен
IN62572,2018-10-31,CL00828,Москва,135203,P0056,1.5,562.5,Завершен
IN40818,2018-10-31,CL00810,Подольск,187486,P0103,2.0,750.0,Завершен
IN50543,2018-10-31,CL00879,Москва,182141,P0091,5.0,1875.0,Завершен
IN41546,2018-10-31,CL00291,Королёв,123028,P0030,3.0,825.0,Завершен
IN30344,2018-10-31,CL00749,Мытищи,184670,P0073,2.0,750.0,Завершен
IN87028,2018-10-31,CL00256,Люберцы,104082,P0003,0.5,137.5,Отказ
IN68840,2018-10-31,CL00512,Реутов,132441,P0050,0.5,137.5,Завершен
IN19626,2018-10-31,CL00689,Химки,166784,P0107,1.0,375.0,Завершен
IN51936,2018-10-31,CL01182,Королёв,120315,P0098,1.5,562.5,Завершен
IN42846,2018-11-01,CL01077,Реутов,168289,P0054,5.0,1875.0,Завершен
IN53850,2018-11-01,CL00394,Подольск,158341,P0052,2.0,750.0,Отказ
IN28394,2018-11-01,CL00322,Красногорск,112387,P0030,1.0,275.0,Отказ
IN74927,2018-11-01,CL00053,Подольск,172309,P0019,1.0,275.0,Завершен
IN33660,2018-11-01,CL00713,Москва,161835,P0022,1.5,412.5,Завершен
IN11209,2018-11-01,CL01155,Москва,124716,P0115,2.0,750.0,Отказ
IN54952,2018-11-01,CL01039,Королёв,110104,P0022,3.0,825.0,Завершен
IN54194,2018-11-01,CL01163,Химки,119942,P0022,5.0,1375.0,Завершен
IN43310,2018-11-02,CL00566,Москва,141220,P0109,3.0,1125.0,Завершен
IN79565,2018-11-02,CL00356,Мытищи,165513,P0107,2.0,750.0,Завершен
IN68884,2018-11-02,CL00368,Химки,141365,P0066,1.0,375.0,Отказ
IN66362,2018-11-02,CL00089,Москва,113970,P0005,1.0,275.0,Завершен
IN45865,2018-11-02,CL00370,Люберцы,184790,P0098,0.5,187.5,Завершен
IN81636,2018-11-02,CL00526,Королёв,129536,P0012,2.5,687.5,Завершен
IN93888,2018-11-02,CL00467,Химки,169604,P0080,2.0,750.0,Отказ
IN88675,2018-11-02,CL00055,Москва,176350,P0063,5.0,1875.0,Завершен
IN81916,2018-11-03,CL01007,Химки,187946,P0117,1.5,562.5,Завершен
IN30390,2018-11-03,CL00807,Подольск,149996,P0055,3.0,1125.0,Отказ
IN10436,2018-11-03,CL00802,Люберцы,181931,P0083,5.0,1875.0,Завершен
IN45396,2018-11-03,CL00418,Люберцы,190257,P0113,1.0,375.0,Отказ
IN69151,2018-11-03,CL00266,Мытищи,140963,P0118,1.0,375.0,Завершен
IN80070,2018-11-03,CL00693,Красногорск,174498,P0102,1.5,562.5,Завершен
IN73077,2018-11-03,CL00466,Люберцы,180698,P0090,2.0,750.0,Завершен
IN36098,2018-11-04,CL00013,Химки,144313,P0013,1.5,412.5,Завершен
IN34652,2018-11-04,CL00378,Люберцы,194065,P0019,0.5,137.5,Отказ
IN12244,2018-11-04,CL00889,Реутов,133526,P0047,0.5,137.5,Завершен
IN95028,2018-11-04,CL00605,Москва,147124,P0028,3.0,825.0,Завершен
IN10974,2018-11-04,CL00561,Москва,192123,P0111,1.5,562.5,Завершен
IN21170,2018-11-04,CL00958,Мытищи,119048,P0046,1.5,412.5,Завершен
IN87941,2018-11-04,CL01145,Москва,146771,P0032,1.0,275.0,Завершен
IN25269,2018-11-04,CL00759,Москва,193502,P0077,2.5,937.5,Завершен
IN74794,2018-11-04,CL00702,Москва,156948,P0023,2.5,687.5,Завершен
IN54656,2018-11-04,CL00279,Реутов,197120,P0012,2.5,687.5,Завершен
IN14257,2018-11-04,CL01048,Мытищи,179498,P0033,0.5,137.5,Завершен
IN51558,2018-11-04,CL00643,Мытищи,135112,P0043,5.0,1375.0,Завершен
IN78806,2018-11-05,CL01029,Королёв,105297,P0086,5.0,1875.0,Завершен
IN23123,2018-11-05,CL00876,Реутов,162573,P0091,2.5,937.5,Завершен
IN44629,2018-11-05,CL00761,Красногорск,123568,P0022,1.5,412.5,Завершен
IN26217,2018-11-05,CL00516,Королёв,192181,P0011,5.0,1375.0,Завершен
IN86313,2018-11-05,CL00047,Мытищи,197310,P0007,1.0,275.0,Завершен
IN16432,2018-11-05,CL00566,Москва,141220,P0119,5.0,1875.0,Отказ
IN82116,2018-11-05,CL00915,Королёв,149774,P0069,1.5,562.5,Завершен
IN20441,2018-11-05,CL00374,Подольск,165211,P0002,5.0,1375.0,Завершен
IN53786,2018-11-06,CL01037,Красногорск,145224,P0113,5.0,1875.0,Завершен
IN84581,2018-11-06,CL01061,Мытищи,171267,P0013,1.0,275.0,Завершен
IN92685,2018-11-06,CL00431,Москва,178317,P0009,3.0,825.0,Завершен
IN38628,2018-11-06,CL00459,Химки,164094,P0001,5.0,1375.0,Отказ
IN32199,2018-11-06,CL00406,Подольск,107263,P0073,3.0,1125.0,Завершен
IN99449,2018-11-06,CL00160,Люберцы,137762,P0040,3.0,825.0,Завершен
IN63465,2018-11-06,CL00995,Мытищи,176756,P0018,2.5,687.5,Завершен
IN45823,2018-11-06,CL00977,Реутов,152876,P0068,0.5,187.5,Завершен
IN34582,2018-11-06,CL00087,Королёв,182544,P0111,2.5,937.5,Завершен
