client_id,city,region,zip_code,registration_channel
CL00583,Красногорск,Московская область,101617,INTERNET
CL00584,Реутов,Москва и МО,111101,VK
CL00585,Подольск,Московская область,122216,VK
CL00586,Люберцы,Москва и МО,164634,VK
CL00587,Мытищи,Москва и МО,136170,INTERNET
CL00588,Люберцы,Москва и МО,110082,INTERNET
CL00589,Люберцы,Московская область,194489,INTERNET
CL00590,Химки,Москва и МО,117758,INTERNET
CL00591,Москва,Московская область,143544,INTERNET
CL00592,Красногорск,Москва и МО,156441,VK
CL00593,Люберцы,Москва и МО,191133,VK
CL00594,Королёв,Москва и МО,152198,INTERNET
CL00595,Люберцы,Московская область,182955,INTERNET
CL00596,Химки,Москва и МО,136739,INTERNET
CL00597,Красногорск,Москва и МО,173905,VK
CL00598,Подольск,Московская область,172102,VK
CL00599,Королёв,Московская область,127479,INTERNET
CL00600,Люберцы,Московская область,109064,INTERNET
CL00601,Королёв,Москва и МО,139692,VK
CL00602,Люберцы,Московская область,193747,INTERNET
CL00603,Реутов,Москва и МО,178372,INTERNET
CL00604,Реутов,Москва и МО,190663,INTERNET
CL00605,Москва,Московская область,147124,VK
CL00606,Мытищи,Московская область,186193,INTERNET
CL00607,Подольск,Московская область,105806,INTERNET
CL00608,Красногорск,Московская область,156420,VK
CL00609,Москва,Москва и МО,129098,VK
CL00610,Королёв,Москва и МО,160694,VK
CL00611,Красногорск,Московская область,163277,VK
CL00612,Люберцы,Москва и МО,111253,VK
CL00613,Подольск,Москва и МО,144966,INTERNET
CL00614,Химки,Москва и МО,145652,INTERNET
CL00615,Мытищи,Москва и МО,191326,INTERNET
CL00616,Красногорск,Москва и МО,105856,VK
CL00617,Москва,Московская область,184930,VK
CL00618,Подольск,Московская область,197057,VK
CL00619,Подольск,Москва и МО,143383,INTERNET
CL00620,Королёв,Москва и МО,153090,VK
CL00621,Подольск,Московская область,156640,INTERNET
CL00622,Москва,Московская область,125863,INTERNET
CL00623,Реутов,Москва и МО,192371,VK
CL00624,Химки,Москва и МО,192243,VK
CL00625,Мытищи,Московская область,170371,VK
CL00626,Красногорск,Москва и МО,159972,VK
CL00627,Люберцы,Московская область,164157,INTERNET
CL00628,Реутов,Московская область,176939,VK
CL00629,Красногорск,Москва и МО,160012,VK
CL00630,Люберцы,Московская область,177354,VK
CL00631,Подольск,Москва и МО,131270,INTERNET
CL00632,Мытищи,Москва и МО,190890,VK
CL00633,Реутов,Москва и МО,118070,INTERNET
CL00634,Реутов,Москва и МО,183296,VK
CL00635,Подольск,Москва и МО,118388,VK
CL00636,Красногорск,Московская область,181187,VK
CL00637,Красногорск,Московская область,163518,VK
CL00638,Химки,Московская область,173607,INTERNET
CL00639,Реутов,Московская область,154477,INTERNET
CL00640,Королёв,Москва и МО,174107,VK
CL00641,Химки,Москва и МО,136025,VK
CL00642,Люберцы,Москва и МО,159942,INTERNET
CL00643,Мытищи,Москва и МО,135112,INTERNET
CL00644,Москва,Московская область,157850,VK
CL00645,Реутов,Москва и МО,185678,VK
CL00646,Люберцы,Московская область,104224,INTERNET
CL00647,Люберцы,Москва и МО,111401,INTERNET
CL00648,Мытищи,Московская область,131056,VK
CL00649,Красногорск,Московская область,179988,INTERNET
CL00650,Подольск,Московская область,127082,VK
CL00651,Москва,Москва и МО,169767,INTERNET
CL00652,Подольск,Москва и МО,192281,INTERNET
CL00653,Люберцы,Москва и МО,167425,VK
CL00654,Подольск,Московская область,153948,VK
CL00655,Люберцы,Московская область,116631,VK
CL00656,Химки,Москва и МО,142217,VK
CL00657,Реутов,Москва и МО,175684,INTERNET
CL00658,Реутов,Москва и МО,109898,VK
CL00659,Реутов,Москва и МО,136467,INTERNET
CL00660,Королёв,Московская область,142898,VK
CL00661,Мытищи,Московская область,160089,INTERNET
CL00662,Мытищи,Московская область,152129,VK
CL00663,Реутов,Московская область,164843,INTERNET
CL00664,Красногорск,Московская область,144270,VK
CL00665,Королёв,Московская область,189463,VK
CL00666,Москва,Москва и МО,160238,VK
CL00667,Мытищи,Московская область,120707,INTERNET
CL00668,Королёв,Москва и МО,156072,VK
CL00669,Подольск,Московская область,139566,VK
CL00670,Люберцы,Москва и МО,147242,INTERNET
CL00671,Мытищи,Москва и МО,185054,VK
CL00672,Москва,Москва и МО,140043,VK
CL00673,Реутов,Московская область,192235,VK
CL00674,Москва,Москва и МО,110215,VK
CL00675,Химки,Москва и МО,158335,VK
CL00676,Москва,Московская область,115806,INTERNET
CL00677,Подольск,Москва и МО,130008,INTERNET
CL00678,Мытищи,Московская область,113425,VK
CL00679,Красногорск,Москва и МО,139223,VK
CL00680,Реутов,Московская область,198717,VK
CL00681,Подольск,Москва и МО,173831,VK
CL00682,Подольск,Москва и МО,194690,VK
CL00683,Подольск,Московская область,180750,INTERNET
CL00684,Химки,Москва и МО,113168,VK
CL00685,Мытищи,Москва и МО,150335,INTERNET
CL00686,Реутов,Москва и МО,118327,VK
CL00687,Люберцы,Московская область,132527,INTERNET
CL00688,Москва,Московская область,186298,INTERNET
CL00689,Химки,Москва и МО,166784,VK
CL00690,Реутов,Москва и МО,107152,VK
CL00691,Королёв,Москва и МО,131599,INTERNET
CL00692,Мытищи,Москва и МО,101581,INTERNET
CL00693,Красногорск,Москва и МО,174498,INTERNET
CL00694,Красногорск,Москва и МО,122645,INTERNET
CL00695,Мытищи,Москва и МО,108851,VK
CL00696,Люберцы,Москва и МО,107925,INTERNET
CL00697,Люберцы,Московская область,165673,INTERNET
CL00698,Реутов,Московская область,110803,VK
CL00699,Люберцы,Москва и МО,110357,VK
CL00700,Подольск,Москва и МО,151213,VK
CL00701,Люберцы,Московская область,195677,VK
CL00702,Москва,Москва и МО,156948,VK
CL00703,Королёв,Московская область,107212,INTERNET
CL00704,Подольск,Москва и МО,192785,VK
CL00705,Москва,Москва и МО,145443,INTERNET
CL00706,Подольск,Москва и МО,198274,INTERNET
CL00707,Мытищи,Московская область,103847,INTERNET
CL00708,Реутов,Москва и МО,108371,INTERNET
CL00709,Мытищи,Москва и МО,166949,INTERNET
CL00710,Москва,Москва и МО,174302,VK
CL00711,Красногорск,Москва и МО,113487,VK
CL00712,Химки,Московская область,100336,VK
CL00713,Москва,Москва и МО,161835,INTERNET
CL00714,Реутов,Московская область,123456,VK
CL00715,Реутов,Москва и МО,132540,INTERNET
CL00716,Красногорск,Москва и МО,110208,INTERNET
CL00717,Мытищи,Москва и МО,106903,VK
CL00718,Химки,Московская область,106019,INTERNET
CL00719,Мытищи,Московская область,137002,INTERNET
CL00720,Красногорск,Москва и МО,159866,VK
CL00721,Красногорск,Москва и МО,173899,INTERNET
CL00722,Химки,Москва и МО,177554,INTERNET
CL00723,Химки,Московская область,171638,VK
CL00724,Подольск,Москва и МО,153744,VK
CL00725,Химки,Москва и МО,183354,VK
CL00726,Красногорск,Москва и МО,186154,INTERNET
CL00727,Люберцы,Москва и МО,169443,VK
CL00728,Реутов,Москва и МО,107850,VK
CL00729,Люберцы,Москва и МО,130339,INTERNET
CL00730,Красногорск,Москва и МО,198028,VK
CL00731,Мытищи,Москва и МО,183521,INTERNET
CL00732,Мытищи,Москва и МО,108163,INTERNET
CL00733,Подольск,Москва и МО,134208,INTERNET
CL00734,Реутов,Московская область,196384,INTERNET
CL00735,Красногорск,Москва и МО,130619,VK
CL00736,Химки,Москва и МО,176638,VK
CL00737,Подольск,Москва и МО,158925,INTERNET
CL00738,Красногорск,Москва и МО,170244,INTERNET
CL00739,Химки,Москва и МО,160731,INTERNET
CL00740,Мытищи,Москва и МО,189922,INTERNET
CL00741,Москва,Москва и МО,142964,VK
CL00742,Мытищи,Московская область,146627,INTERNET
CL00743,Москва,Московская область,134100,VK
CL00744,Москва,Московская область,159270,VK
CL00745,Мытищи,Москва и МО,118322,VK
CL00746,Москва,Москва и МО,129135,VK
CL00747,Химки,Московская область,148790,VK
CL00748,Люберцы,Московская область,109828,VK
CL00749,Мытищи,Москва и МО,184670,INTERNET
CL00750,Подольск,Москва и МО,143456,VK
CL00751,Москва,Московская область,106637,VK
CL00752,Реутов,Московская область,151773,INTERNET
CL00753,Москва,Москва и МО,155923,VK
CL00754,Красногорск,Москва и МО,124530,INTERNET
CL00755,Люберцы,Москва и МО,119481,VK
CL00756,Химки,Московская область,165390,INTERNET
CL00757,Королёв,Москва и МО,136670,INTERNET
CL00758,Подольск,Москва и МО,184233,VK
CL00759,Москва,Московская область,193502,INTERNET
CL00760,Королёв,Москва и МО,163527,INTERNET
CL00761,Красногорск,Москва и МО,123568,VK
CL00762,Красногорск,Москва и МО,103840,INTERNET
CL00763,Москва,Московская область,161824,INTERNET
CL00764,Химки,Московская область,113124,VK
CL00765,Химки,Москва и МО,196607,VK
CL00766,Химки,Москва и МО,150911,INTERNET
CL00767,Подольск,Москва и МО,177662,INTERNET
CL00768,Красногорск,Московская область,103697,INTERNET
CL00769,Подольск,Москва и МО,124672,INTERNET
CL00770,Люберцы,Москва и МО,104975,VK
CL00771,Москва,Москва и МО,128679,VK
CL00772,Королёв,Москва и МО,180495,VK
CL00773,Подольск,Москва и МО,123260,INTERNET
CL00774,Москва,Москва и МО,176888,VK
CL00775,Мытищи,Московская область,147826,VK
CL00776,Красногорск,Московская область,186787,INTERNET
CL00777,Мытищи,Москва и МО,142284,VK
CL00778,Подольск,Московская область,157261,INTERNET
CL00779,Красногорск,Москва и МО,173659,INTERNET
CL00780,Химки,Московская область,122983,INTERNET
CL00781,Люберцы,Московская область,138602,VK
CL00782,Подольск,Московская область,192013,INTERNET
CL00783,Москва,Москва и МО,141709,VK
CL00784,Мытищи,Московская область,118434,INTERNET
CL00785,Мытищи,Москва и МО,141879,VK
CL00786,Мытищи,Московская область,187821,INTERNET
CL00787,Королёв,Москва и МО,127483,VK
CL00788,Мытищи,Москва и МО,114160,VK
CL00789,Москва,Москва и МО,196021,INTERNET
CL00790,Подольск,Московская область,164629,INTERNET
CL00791,Красногорск,Москва и МО,113294,INTERNET
CL00792,Химки,Москва и МО,109661,VK
CL00793,Люберцы,Москва и МО,134226,VK
CL00794,Мытищи,Москва и МО,149212,VK
CL00795,Мытищи,Москва и МО,112203,INTERNET
CL00796,Королёв,Московская область,156534,VK
CL00797,Реутов,Москва и МО,113272,INTERNET
CL00798,Химки,Московская область,153645,INTERNET
CL00799,Люберцы,Москва и МО,112571,VK
CL00800,Реутов,Москва и МО,164349,VK
CL00801,Москва,Москва и МО,156047,VK
CL00802,Люберцы,Московская область,181931,INTERNET
CL00803,Химки,Москва и МО,127125,VK
CL00804,Люберцы,Московская область,162071,VK
CL00805,Люберцы,Московская область,161727,INTERNET
CL00806,Люберцы,Москва и МО,171319,INTERNET
CL00807,Подольск,Москва и МО,149996,INTERNET
CL00808,Подольск,Москва и МО,134510,INTERNET
CL00809,Королёв,Москва и МО,135200,VK
CL00810,Подольск,Московская область,187486,VK
CL00811,Мытищи,Московская область,170968,INTERNET
CL00812,Химки,Москва и МО,150738,INTERNET
CL00813,Королёв,Москва и МО,130886,INTERNET
CL00814,Люберцы,Москва и МО,193625,VK
CL00815,Подольск,Москва и МО,199246,INTERNET
CL00816,Подольск,Московская область,121910,VK
CL00817,Химки,Москва и МО,155492,VK
CL00818,Реутов,Москва и МО,182211,VK
CL00819,Люберцы,Москва и МО,195302,VK
CL00820,Мытищи,Москва и МО,152082,INTERNET
CL00821,Люберцы,Москва и МО,101620,INTERNET
CL00822,Мытищи,Москва и МО,119424,VK
CL00823,Мытищи,Москва и МО,113237,INTERNET
CL00824,Красногорск,Московская область,134620,INTERNET
CL00825,Королёв,Москва и МО,162003,VK
CL00826,Подольск,Москва и МО,118855,INTERNET
CL00827,Москва,Москва и МО,143449,VK
CL00828,Москва,Московская область,135203,INTERNET
CL00829,Москва,Москва и МО,139722,INTERNET
CL00830,Люберцы,Московская область,191250,VK
CL00831,Химки,Москва и МО,197481,INTERNET
CL00832,Красногорск,Москва и МО,154627,VK
CL00833,Химки,Москва и МО,153368,INTERNET
CL00834,Красногорск,Московская область,167537,VK
CL00835,Мытищи,Москва и МО,166426,INTERNET
CL00836,Подольск,Московская область,168719,VK
CL00837,Подольск,Москва и МО,126309,VK
CL00838,Химки,Москва и МО,106626,INTERNET
CL00839,Химки,Москва и МО,160846,INTERNET
CL00840,Мытищи,Московская область,131711,INTERNET
CL00841,Королёв,Москва и МО,123276,INTERNET
CL00842,Красногорск,Москва и МО,133903,VK
CL00843,Люберцы,Москва и МО,106507,VK
CL00844,Химки,Московская область,184853,VK
CL00845,Химки,Москва и МО,153674,VK
CL00846,Москва,Москва и МО,117342,VK
CL00847,Москва,Москва и МО,179736,INTERNET
CL00848,Люберцы,Москва и МО,149345,INTERNET
CL00849,Королёв,Москва и МО,161171,INTERNET
CL00850,Реутов,Москва и МО,100963,INTERNET
CL00851,Люберцы,Москва и МО,114169,INTERNET
CL00852,Мытищи,Москва и МО,136239,INTERNET
CL00853,Люберцы,Москва и МО,193204,INTERNET
CL00854,Химки,Москва и МО,131496,VK
CL00855,Реутов,Московская область,189228,VK
CL00856,Москва,Московская область,138745,INTERNET
CL00857,Реутов,Москва и МО,196564,VK
CL00858,Химки,Москва и МО,193502,VK
CL00859,Королёв,Московская область,188063,INTERNET
CL00860,Люберцы,Московская область,186194,VK
CL00861,Люберцы,Москва и МО,116769,INTERNET
CL00862,Подольск,Московская область,143992,VK
CL00863,Химки,Москва и МО,197545,INTERNET
CL00864,Реутов,Московская область,143426,INTERNET
CL00865,Люберцы,Москва и МО,160786,VK
CL00866,Королёв,Москва и МО,183151,VK
CL00867,Королёв,Московская область,165598,VK
CL00868,Реутов,Москва и МО,154146,VK
CL00869,Подольск,Москва и МО,126253,INTERNET
CL00870,Реутов,Московская область,159974,VK
CL00871,Красногорск,Московская область,123639,VK
CL00872,Королёв,Москва и МО,123176,INTERNET
CL00873,Москва,Москва и МО,135851,VK
CL00874,Подольск,Москва и МО,120766,INTERNET
CL00875,Мытищи,Москва и МО,156847,INTERNET
CL00876,Реутов,Москва и МО,162573,INTERNET
CL00877,Москва,Москва и МО,126137,INTERNET
CL00878,Москва,Московская область,199201,VK
CL00879,Москва,Московская область,182141,VK
CL00880,Химки,Московская область,145134,INTERNET
CL00881,Подольск,Москва и МО,165973,INTERNET
CL00882,Подольск,Москва и МО,105992,INTERNET
CL00883,Люберцы,Москва и МО,168195,INTERNET
CL00884,Реутов,Московская область,117536,INTERNET
CL00885,Королёв,Москва и МО,124697,VK
CL00886,Реутов,Москва и МО,129402,VK
CL00887,Химки,Московская область,177292,VK
CL00888,Мытищи,Москва и МО,185267,VK
CL00889,Реутов,Московская область,133526,VK
CL00890,Москва,Московская область,185664,VK
CL00891,Москва,Московская область,154627,INTERNET
CL00892,Реутов,Москва и МО,133126,INTERNET
CL00893,Подольск,Москва и МО,189881,VK
CL00894,Люберцы,Москва и МО,113235,INTERNET
CL00895,Подольск,Москва и МО,113751,VK
CL00896,Люберцы,Москва и МО,113928,INTERNET
CL00897,Химки,Московская область,134471,VK
CL00898,Красногорск,Московская область,138712,VK
CL00899,Москва,Москва и МО,127222,INTERNET
CL00900,Красногорск,Москва и МО,101671,VK
CL00901,Мытищи,Московская область,187690,INTERNET
CL00902,Подольск,Московская область,167070,VK
CL00903,Мытищи,Московская область,184454,VK
CL00904,Королёв,Московская область,138800,INTERNET
CL00905,Королёв,Москва и МО,122898,VK
CL00906,Люберцы,Москва и МО,188705,INTERNET
CL00907,Реутов,Московская область,112451,VK
CL00908,Москва,Московская область,186947,VK
CL00909,Красногорск,Москва и МО,157372,INTERNET
CL00910,Мытищи,Москва и МО,144921,VK
CL00911,Мытищи,Москва и МО,159839,INTERNET
CL00912,Реутов,Московская область,162684,INTERNET
CL00913,Подольск,Москва и МО,191248,VK
CL00914,Подольск,Москва и МО,177430,INTERNET
CL00915,Королёв,Москва и МО,149774,INTERNET
CL00916,Москва,Московская область,195325,VK
CL00917,Королёв,Московская область,114802,INTERNET
CL00918,Королёв,Москва и МО,134290,INTERNET
CL00919,Москва,Московская область,188857,VK
CL00920,Красногорск,Москва и МО,190209,VK
CL00921,Реутов,Московская область,132581,INTERNET
CL00922,Красногорск,Московская область,184070,INTERNET
CL00923,Подольск,Московская область,173183,VK
CL00924,Москва,Московская область,120568,INTERNET
CL00925,Королёв,Московская область,109812,INTERNET
CL00926,Красногорск,Москва и МО,136458,VK
CL00927,Химки,Москва и МО,149628,INTERNET
CL00928,Химки,Москва и МО,158220,INTERNET
CL00929,Мытищи,Московская область,158598,INTERNET
CL00930,Мытищи,Московская область,197679,VK
CL00931,Мытищи,Москва и МО,104696,VK
CL00932,Мытищи,Московская область,181142,INTERNET
CL00933,Химки,Московская область,159796,INTERNET
CL00934,Красногорск,Московская область,129218,INTERNET
CL00935,Красногорск,Москва и МО,181232,INTERNET
CL00936,Красногорск,Московская область,114945,VK
CL00937,Химки,Москва и МО,146548,INTERNET
CL00938,Красногорск,Московская область,106000,VK
CL00939,Королёв,Москва и МО,193959,INTERNET
CL00940,Мытищи,Москва и МО,125679,VK
CL00941,Мытищи,Московская область,151497,VK
CL00942,Королёв,Московская область,124979,INTERNET
CL00943,Мытищи,Московская область,106094,VK
CL00944,Королёв,Москва и МО,177242,VK
CL00945,Королёв,Москва и МО,196497,VK
CL00946,Реутов,Московская область,163298,VK
CL00947,Подольск,Московская область,116827,VK
CL00948,Реутов,Московская область,179450,INTERNET
CL00949,Реутов,Москва и МО,179822,VK
CL00950,Люберцы,Москва и МО,144939,INTERNET
CL00951,Королёв,Московская область,118111,INTERNET
CL00952,Люберцы,Московская область,171802,INTERNET
CL00953,Химки,Москва и МО,181810,INTERNET
CL00954,Красногорск,Московская область,117389,VK
CL00955,Красногорск,Московская область,199716,INTERNET
CL00956,Королёв,Москва и МО,187445,INTERNET
CL00957,Люберцы,Московская область,155363,VK
CL00958,Мытищи,Москва и МО,119048,VK
CL00959,Москва,Москва и МО,198328,VK
CL00960,Люберцы,Московская область,119192,VK
CL00961,Люберцы,Москва и МО,170932,VK
CL00962,Красногорск,Московская область,113432,VK
CL00963,Реутов,Москва и МО,191242,INTERNET
CL00964,Москва,Московская область,150797,INTERNET
CL00965,Красногорск,Московская область,107051,VK
CL00966,Люберцы,Москва и МО,158073,VK
CL00967,Красногорск,Московская область,171645,VK
CL00968,Химки,Москва и МО,123255,VK
CL00969,Подольск,Московская область,196348,VK
CL00970,Реутов,Москва и МО,136583,INTERNET
CL00971,Подольск,Москва и МО,133425,VK
CL00972,Красногорск,Москва и МО,120290,VK
CL00973,Подольск,Московская область,178234,VK
CL00974,Люберцы,Москва и МО,175061,INTERNET
CL00975,Мытищи,Московская область,141662,VK
CL00976,Подольск,Москва и МО,166209,VK
CL00977,Реутов,Москва и МО,152876,VK
CL00978,Красногорск,Москва и МО,127964,INTERNET
CL00979,Красногорск,Москва и МО,128632,INTERNET
CL00980,Москва,Москва и МО,145351,INTERNET
CL00981,Химки,Московская область,180439,VK
CL00982,Москва,Московская область,142065,INTERNET
CL00983,Мытищи,Москва и МО,170809,INTERNET
CL00984,Москва,Московская область,149146,INTERNET
CL00985,Королёв,Москва и МО,185397,VK
CL00986,Красногорск,Москва и МО,112577,VK
CL00987,Москва,Московская область,127627,VK
CL00988,Реутов,Московская область,126945,INTERNET
CL00989,Мытищи,Московская область,120152,VK
CL00990,Королёв,Московская область,104965,VK
CL00991,Мытищи,Москва и МО,133018,VK
CL00992,Химки,Московская область,153429,INTERNET
CL00993,Королёв,Московская область,156757,INTERNET
CL00994,Москва,Москва и МО,115506,VK
CL00995,Мытищи,Московская область,176756,VK
CL00996,Мытищи,Москва и МО,165907,VK
CL00997,Люберцы,Московская область,139498,VK
CL00998,Люберцы,Московская область,157367,INTERNET
CL00999,Реутов,Московская область,104039,INTERNET
CL01000,Подольск,Москва и МО,117875,INTERNET
CL01001,Люберцы,Московская область,118884,INTERNET
CL01002,Красногорск,Московская область,101461,VK
CL01003,Мытищи,Москва и МО,175067,INTERNET
CL01004,Мытищи,Москва и МО,198080,INTERNET
CL01005,Химки,Москва и МО,184663,VK
CL01006,Подольск,Москва и МО,180856,INTERNET
CL01007,Химки,Москва и МО,187946,VK
CL01008,Королёв,Московская область,109587,INTERNET
CL01009,Мытищи,Москва и МО,125875,INTERNET
CL01010,Красногорск,Москва и МО,187988,VK
CL01011,Мытищи,Москва и МО,109149,VK
CL01012,Красногорск,Москва и МО,143036,INTERNET
CL01013,Подольск,Москва и МО,147774,INTERNET
CL01014,Реутов,Москва и МО,141053,VK
CL01015,Химки,Московская область,183995,INTERNET
CL01016,Люберцы,Московская область,117603,INTERNET
CL01017,Королёв,Москва и МО,147020,INTERNET
CL01018,Королёв,Москва и МО,123038,VK
CL01019,Люберцы,Московская область,118350,VK
CL01020,Люберцы,Московская область,182132,VK
CL01021,Мытищи,Московская область,166476,VK
CL01022,Реутов,Московская область,127886,VK
CL01023,Люберцы,Москва и МО,170736,INTERNET
CL01024,Подольск,Москва и МО,129269,INTERNET
CL01025,Подольск,Москва и МО,166900,VK
CL01026,Реутов,Москва и МО,101388,VK
CL01027,Подольск,Московская область,118398,INTERNET
CL01028,Подольск,Москва и МО,174162,VK
CL01029,Королёв,Московская область,105297,VK
CL01030,Королёв,Москва и МО,134649,INTERNET
CL01031,Химки,Москва и МО,127102,INTERNET
CL01032,Реутов,Москва и МО,159591,VK
CL01033,Москва,Московская область,142476,VK
CL01034,Люберцы,Московская область,134513,VK
CL01035,Реутов,Московская область,147880,VK
CL01036,Люберцы,Москва и МО,129215,INTERNET
CL01037,Красногорск,Московская область,145224,INTERNET
CL01038,Королёв,Московская область,100864,VK
CL01039,Королёв,Москва и МО,110104,INTERNET
CL01040,Химки,Москва и МО,120625,INTERNET
CL01041,Мытищи,Московская область,154344,INTERNET
CL01042,Мытищи,Москва и МО,162759,INTERNET
CL01043,Химки,Москва и МО,184837,INTERNET
CL01044,Москва,Москва и МО,116762,VK
CL01045,Подольск,Московская область,105136,VK
CL01046,Москва,Москва и МО,123597,INTERNET
CL01047,Москва,Московская область,195417,INTERNET
CL01048,Мытищи,Москва и МО,179498,INTERNET
CL01049,Королёв,Москва и МО,153840,VK
CL01050,Подольск,Московская область,166952,INTERNET
CL01051,Подольск,Московская область,144914,INTERNET
CL01052,Мытищи,Москва и МО,150523,VK
CL01053,Мытищи,Москва и МО,168512,INTERNET
CL01054,Подольск,Московская область,123255,INTERNET
CL01055,Москва,Московская область,169655,VK
CL01056,Мытищи,Москва и МО,117082,VK
CL01057,Реутов,Москва и МО,148546,VK
CL01058,Реутов,Москва и МО,163192,INTERNET
CL01059,Красногорск,Москва и МО,197175,VK
CL01060,Реутов,Москва и МО,162539,VK
CL01061,Мытищи,Москва и МО,171267,INTERNET
CL01062,Люберцы,Москва и МО,192949,VK
CL01063,Мытищи,Москва и МО,149155,VK
CL01064,Красногорск,Москва и МО,113970,VK
CL01065,Реутов,Московская область,133244,INTERNET
CL01066,Реутов,Москва и МО,180200,INTERNET
CL01067,Реутов,Московская область,154162,INTERNET
CL01068,Подольск,Москва и МО,172733,INTERNET
CL01069,Люберцы,Московская область,175713,INTERNET
CL01070,Реутов,Московская область,186413,VK
CL01071,Химки,Москва и МО,191660,VK
CL01072,Мытищи,Москва и МО,152502,INTERNET
CL01073,Москва,Москва и МО,183345,VK
CL01074,Мытищи,Московская область,161822,INTERNET
CL01075,Мытищи,Москва и МО,129067,INTERNET
CL01076,Мытищи,Московская область,194960,INTERNET
CL01077,Реутов,Московская область,168289,INTERNET
CL01078,Москва,Московская область,122973,INTERNET
CL01079,Королёв,Москва и МО,186099,INTERNET
CL01080,Химки,Москва и МО,178579,VK
CL01081,Подольск,Московская область,147151,VK
CL01082,Москва,Московская область,111382,INTERNET
CL01083,Реутов,Москва и МО,151792,INTERNET
CL01084,Химки,Москва и МО,196590,VK
CL01085,Мытищи,Москва и МО,195176,INTERNET
CL01086,Красногорск,Московская область,136242,VK
CL01087,Химки,Москва и МО,152947,VK
CL01088,Люберцы,Москва и МО,166353,VK
CL01089,Мытищи,Москва и МО,144560,VK
CL01090,Люберцы,Московская область,175352,INTERNET
CL01091,Королёв,Московская область,173815,INTERNET
CL01092,Химки,Московская область,160142,INTERNET
CL01093,Москва,Москва и МО,133792,VK
CL01094,Реутов,Московская область,128885,VK
CL01095,Красногорск,Москва и МО,146281,VK
CL01096,Люберцы,Москва и МО,112190,INTERNET
CL01097,Красногорск,Москва и МО,123394,INTERNET
CL01098,Красногорск,Москва и МО,175197,INTERNET
CL01099,Подольск,Московская область,189536,VK
CL01100,Королёв,Московская область,130783,VK
CL01101,Люберцы,Москва и МО,126577,VK
CL01102,Красногорск,Москва и МО,113983,VK
CL01103,Мытищи,Московская область,186956,INTERNET
CL01104,Москва,Московская область,170972,VK
CL01105,Королёв,Москва и МО,141342,INTERNET
CL01106,Люберцы,Москва и МО,166995,INTERNET
CL01107,Реутов,Москва и МО,175584,VK
CL01108,Москва,Москва и МО,155466,INTERNET
CL01109,Москва,Москва и МО,151605,VK
CL01110,Королёв,Московская область,191520,INTERNET
CL01111,Красногорск,Московская область,101549,VK
CL01112,Реутов,Москва и МО,142655,INTERNET
CL01113,Люберцы,Москва и МО,134452,VK
CL01114,Люберцы,Москва и МО,180358,INTERNET
CL01115,Красногорск,Москва и МО,155567,VK
CL01116,Реутов,Московская область,148799,INTERNET
CL01117,Реутов,Москва и МО,123578,VK
CL01118,Химки,Московская область,194478,INTERNET
CL01119,Химки,Москва и МО,149923,VK
CL01120,Подольск,Московская область,196802,VK
CL01121,Королёв,Московская область,123148,INTERNET
CL01122,Королёв,Москва и МО,182660,INTERNET
CL01123,Королёв,Москва и МО,173680,VK
CL01124,Реутов,Москва и МО,121409,VK
CL01125,Химки,Московская область,162460,VK
CL01126,Королёв,Московская область,134048,INTERNET
CL01127,Красногорск,Москва и МО,133779,INTERNET
CL01128,Москва,Москва и МО,146018,VK
CL01129,Подольск,Московская область,137304,INTERNET
CL01130,Красногорск,Московская область,163896,INTERNET
CL01131,Мытищи,Москва и МО,137555,INTERNET
CL01132,Подольск,Московская область,183962,INTERNET
CL01133,Реутов,Московская область,174925,INTERNET
CL01134,Мытищи,Москва и МО,145039,VK
CL01135,Красногорск,Москва и МО,138188,INTERNET
CL01136,Реутов,Москва и МО,158313,INTERNET
CL01137,Королёв,Москва и МО,124102,VK
CL01138,Подольск,Московская область,186772,INTERNET
CL01139,Мытищи,Москва и МО,152041,VK
CL01140,Мытищи,Москва и МО,162021,VK
CL01141,Москва,Московская область,168679,VK
CL01142,Мытищи,Москва и МО,120352,VK
CL01143,Реутов,Москва и МО,132426,INTERNET
CL01144,Королёв,Московская область,117206,VK
CL01145,Москва,Москва и МО,146771,INTERNET
CL01146,Королёв,Москва и МО,170855,INTERNET
CL01147,Королёв,Москва и МО,191438,VK
CL01148,Королёв,Московская область,183342,INTERNET
CL01149,Люберцы,Московская область,163131,VK
CL01150,Мытищи,Москва и МО,147943,INTERNET
CL01151,Люберцы,Москва и МО,101383,VK
CL01152,Подольск,Москва и МО,161498,VK
CL01153,Королёв,Московская область,162530,INTERNET
CL01154,Москва,Московская область,138393,VK
CL01155,Москва,Москва и МО,124716,INTERNET
CL01156,Реутов,Москва и МО,121400,INTERNET
CL01157,Реутов,Москва и МО,110382,INTERNET
CL01158,Химки,Москва и МО,180375,INTERNET
CL01159,Люберцы,Московская область,169722,INTERNET
CL01160,Реутов,Москва и МО,108973,VK
CL01161,Подольск,Москва и МО,183478,INTERNET
CL01162,Королёв,Москва и МО,181625,INTERNET
CL01163,Химки,Москва и МО,119942,VK
CL01164,Москва,Москва и МО,113405,INTERNET
CL01165,Люберцы,Москва и МО,157464,VK
CL01166,Химки,Москва и МО,101930,INTERNET
CL01167,Химки,Москва и МО,140838,INTERNET
